smiles,energy,split
c1ccncc1,-6754.190918,1
c1cnccn1,-7190.76123,1
c1cncnc1,-7190.930664,1
C#CC(C)(C)C,-6380.431152,1
CC(C)(C)C#N,-6818.788086,1
CC(C)(N)C#N,-7255.38916,1
C#CC(C)(C)O,-7357.933594,1
CC(C)(O)C#N,-7796.23291,1
CC(C)(C)C=O,-7392.146484,1
CC(C)(O)C=O,-8369.733398,1
CC(C)(C)CO,-7424.391113,1
CC(C)(O)CO,-8402.047852,1
CCC(C)(C)C,-6446.852539,1
CCC(C)(C)O,-7424.55957,1
COC(C)(C)C,-7424.234863,1
CC#CC(C)=O,-7326.128418,1
CC#CC(N)=O,-7763.42041,1
CC#CC(C)C,-6380.693848,1
CC#C[C@@H](C)O,-7358.195801,1
C#CCC(C)=O,-7325.830566,1
CC(=O)CC#N,-7764.079102,1
C#CCC(N)=O,-7763.07959,1
N#CCC(N)=O,-8201.37207,1
CC(=N)NC=O,-8233.854492,1
CC(=N)OC=O,-8774.601563,1
CC(=O)CC=O,-8337.504883,1
CC(=O)NC=N,-8233.611328,1
CC(=O)NC=O,-8775.121094,1
CC(=O)OC=N,-8774.711914,1
NC(=O)CC=O,-8774.851563,1
N=CNC(N)=O,-8670.688477,1
NC(=O)NC=O,-9212.223633,1
N=COC(N)=O,-9211.912109,1
C#CCC(C)C,-6380.418945,1
CC(C)CC#N,-6818.77002,1
C#CC[C@@H](C)O,-7357.987793,1
C[C@@H](O)CC#N,-7796.290039,1
CN(C)CC#N,-7254.804199,1
CC(C)CC=O,-7392.060059,1
CC(C)NC=O,-7829.474609,1
CC(C)OC=O,-8370.279297,1
C[C@@H](O)CC=O,-8369.619141,1
CN(C)CC=O,-7828.20459,1
CC(=O)CCO,-8369.841797,1
CCCC(C)=O,-7392.409668,1
CCCC(N)=O,-7829.718262,1
CCNC(C)=O,-7829.65918,1
CCNC(N)=O,-8266.702148,1
CCOC(C)=O,-8370.626953,1
CCOC(N)=O,-8807.749023,1
COCC(C)=O,-8369.458008,1
COCC(N)=O,-8806.729492,1
NC(=O)CCO,-8807.163086,1
CC(C)CCO,-7424.288086,1
C[C@@H](O)CCO,-8401.914063,1
CCCC(C)C,-6446.85791,1
CCC[C@@H](C)O,-7424.478516,1
CCOC(C)C,-7424.343262,1
COCC(C)C,-7424.155762,1
COC[C@@H](C)O,-8401.763672,1
CC(=O)C(C)=O,-8337.748047,1
CC(=O)C(N)=O,-8775.200195,1
NC(=O)C(N)=O,-9212.685547,1
CC(=O)C(C)C,-7392.385254,1
CC(C)C(N)=O,-7829.736328,1
CC(=O)[C@@H](C)O,-8370.0625,1
C[C@@H](O)C(N)=O,-8807.400391,1
CC(=O)N(C)C,-7829.364746,1
CN(C)C(N)=O,-8266.433594,1
CC(C)C(C)C,-6446.813477,1
CC(C)[C@@H](C)O,-7424.456543,1
C[C@@H](O)[C@@H](C)O,-8402.12207,1
CC1(C)CCC1,-6413.697266,1
CC1(C)CCO1,-7391.338867,1
CC1(C)COC1,-7391.106934,1
CC1(O)CCC1,-7391.369629,1
CC1(O)COC1,-8368.717773,1
CC1(C)C[C@H]1O,-7391.209961,1
C[C@@]1(O)C[C@H]1O,-8368.756836,1
C[C@H]1CC1(C)C,-6413.696289,1
C[C@H]1C[C@]1(C)O,-7391.26416,1
C[C@H]1OC1(C)C,-7391.439941,1
CN1CC1(C)C,-6849.999023,1
C[C@H]1CC(=N)O1,-7796.01416,1
CC1CC(=O)C1,-7359.235352,1
C[C@H]1CC(=O)N1,-7796.599121,1
C[C@H]1CC(=O)O1,-8337.654297,1
CN1CC(=O)C1,-7795.422363,1
O=C1CC(O)C1,-8336.742188,1
C[C@H]1C[C@@H](C)C1,-6413.731445,1
C[C@H]1C[C@@H](C)O1,-7391.383789,1
C[C@H]1C[C@@H](O)C1,-7391.282715,1
CN1CC(O)C1,-7827.546875,1
O[C@H]1C[C@@H](O)C1,-8368.824219,1
CC12CC(C1)C2,-6379.856934,1
C[C@]12C[C@H](C1)O2,-7357.14502,1
CC12CN(C1)C2,-6815.876953,1
OC12CC(C1)C2,-7357.48877,1
OC12CN(C1)C2,-7793.571289,1
C#CC(=O)C#C,-7259.00293,1
C#CC(=O)C#N,-7697.042969,1
N#CC(=O)C#N,-8134.924316,1
C#CC(=O)C=O,-8270.474609,1
N#CC(=O)C=O,-8708.456055,1
O=CC(=O)C=O,-9281.734375,1
C#CC(C)C#C,-6313.74707,1
C#C[C@H](C)C#N,-6752.034668,1
CC(C#N)C#N,-7190.222656,1
C#C[C@H](N)C#N,-7188.484375,1
N#CC(N)C#N,-7626.635742,1
C#CC(O)C#C,-7291.135254,1
C#C[C@H](O)C#N,-7729.359375,1
N#CC(O)C#N,-8167.467285,1
C#C[C@@H](C)C=O,-7325.515137,1
C[C@H](C#N)C=O,-7763.77002,1
C#C[C@@H](O)C=O,-8303.015625,1
N#C[C@@H](O)C=O,-8741.210938,1
CC(C=O)C=O,-8337.114258,1
CN(C=N)C=O,-8233.613281,1
CN(C=O)C=O,-8775.053711,1
O=CC(O)C=O,-9314.666992,1
C#CC(=O)CC,-7325.76709,1
CCC(=O)C#N,-7763.883301,1
CNC(=N)C#N,-7659.59375,1
C#CC(=O)NC,-7762.933105,1
C#CC(=O)OC,-8303.717773,1
COC(=O)C#N,-8741.792969,1
C#CC(=O)CO,-8303.018555,1
N#CC(=O)CO,-8741.115234,1
CCC(=O)C=O,-8337.373047,1
CNC(=N)C=O,-8233.037109,1
CNC(=O)C=O,-8774.422852,1
COC(=O)C=O,-9315.25293,1
O=CC(=O)CO,-9314.398438,1
CCC(=O)CC,-7392.431152,1
CCC(=O)CO,-8369.680664,1
CCC(=O)NC,-7829.595703,1
CCC(=O)OC,-8370.506836,1
CNC(=O)CO,-8806.814453,1
CNC(=O)NC,-8266.470703,1
CNC(=O)OC,-8807.487305,1
COC(=O)CN,-8807.027344,1
COC(=O)CO,-9347.972656,1
O=C(CO)CO,-9346.90625,1
C/N=C(\C)OC,-7828.642578,1
C#C[C@@H](C)CO,-7357.852539,1
C[C@H](C#N)CO,-7796.185547,1
C#C[C@H](C)CC,-6380.364746,1
CC[C@@H](C)C#N,-6818.717773,1
CC[C@@H](N)C#N,-7255.283691,1
C#C[C@H](O)CC,-7357.890137,1
CC[C@@H](O)C#N,-7796.171875,1
CN[C@@H](C)C#N,-7254.976074,1
C#C[C@H](C)OC,-7357.52832,1
CO[C@@H](C)C#N,-7795.926758,1
N#C[C@@H](N)CO,-8232.671875,1
N#C[C@H](N)CN,-7691.765137,1
N#C[C@H](O)CN,-8232.683594,1
C#C[C@H](O)CO,-8335.414063,1
N#C[C@H](O)CO,-8773.637695,1
C[C@H](C=O)CO,-8369.539063,1
CC[C@@H](C)C=O,-7392.024902,1
CC[C@@H](O)C=O,-8369.732422,1
CCN(C)C=O,-7829.270508,1
CO[C@@H](C)C=O,-8369.313477,1
O=C[C@H](O)CO,-9347.208984,1
CC(CO)CO,-8401.762695,1
CCC(C)CC,-6446.815918,1
CC[C@@H](C)CO,-7424.305176,1
CC[C@@H](C)OC,-7424.208008,1
CCC(O)CC,-7424.485352,1
CC[C@@H](O)CO,-8402.006836,1
CO[C@@H](C)CO,-8401.714844,1
OCC(O)CO,-9379.47168,1
C#CC1(C)CC1,-6347.19873,1
CC1(C#N)CC1,-6785.534668,1
C#C[C@]1(C)CN1,-6783.609375,1
C[C@@]1(C#N)CN1,-7221.900879,1
C#C[C@]1(C)CO1,-7324.655273,1
C[C@@]1(C#N)CO1,-7762.89209,1
N#CC1(N)CC1,-7222.123535,1
C#CC1(O)CC1,-7324.664063,1
N#CC1(O)CC1,-7762.941895,1
CC1(C=O)CC1,-7359.023926,1
C[C@@]1(C=O)CN1,-7795.446289,1
C[C@@]1(C=O)CO1,-8336.441406,1
O=CC1(O)CC1,-8336.59375,1
CC1(CO)CC1,-7391.105957,1
C[C@@]1(CO)CN1,-7827.713867,1
C[C@@]1(CO)CO1,-8368.745117,1
CCC1(C)CC1,-6413.633301,1
CC[C@@]1(C)CO1,-7391.240234,1
CCC1(O)CC1,-7391.206543,1
COC1(C)CC1,-7390.921875,1
OCC1(O)CC1,-8368.707031,1
C[C@H]1CCC1=O,-7359.245117,1
C[C@H]1CNC1=O,-7796.527344,1
C[C@H]1COC1=N,-7795.873047,1
C[C@H]1COC1=O,-8337.507813,1
C[C@H]1NCC1=O,-7795.651367,1
C[C@H]1OCC1=O,-8336.621094,1
CN1CCC1=O,-7796.468262,1
N=C1OC[C@@H]1N,-8232.413086,1
N[C@H]1COC1=O,-8774.025391,1
O=C1CC[C@@H]1O,-8336.710938,1
O=C1NC[C@@H]1O,-8773.951172,1
N=C1OC[C@@H]1O,-8773.302734,1
O=C1OC[C@@H]1O,-9314.880859,1
C[C@H]1CC[C@H]1C,-6413.638184,1
C[C@H]1CC[C@H]1O,-7391.225586,1
C[C@H]1CO[C@H]1C,-7391.183594,1
C[C@H]1OC[C@H]1O,-8368.71875,1
O[C@H]1CC[C@H]1O,-8368.871094,1
N=C1CN=CN1,-7659.786621,1
O=C1CC=CC1,-7327.041016,1
O=C1CC=CN1,-7764.384766,1
O=C1CN=CN1,-8201.402344,1
O=C1CN=CO1,-8742.240234,1
N=C1C=CCO1,-7763.72998,1
O=C1C=CCC1,-7327.245605,1
O=C1C=CCN1,-7764.408203,1
N=C1CCCO1,-7796.502441,1
N=C1COCO1,-8773.878906,1
N=C1OCCO1,-8774.152344,1
O=C1CCCC1,-7359.930664,1
O=C1CCCN1,-7797.21582,1
O=C1CCCO1,-8338.072266,1
O=C1CCOC1,-8337.204102,1
O=C1COCO1,-9315.416016,1
O=C1NCCN1,-8234.145508,1
O=C1NCCO1,-8775.038086,1
O=C1OCCO1,-9315.879883,1
CC1=CCCC1,-6381.682617,1
CC1=CCOC1,-7359.027832,1
CC1=NCCO1,-7796.521484,1
CC1CC=CC1,-6381.511719,1
C[C@H]1CN=CO1,-7796.348145,1
OC1CC=CC1,-7359.083496,1
C[C@@H]1C=CCC1,-6381.516602,1
C[C@H]1COC=N1,-7796.286133,1
C[C@@H]1C=CCO1,-7358.98291,1
O[C@@H]1C=CCC1,-7359.078613,1
CC1CCCC1,-6414.371094,1
C[C@H]1CCCO1,-7391.903809,1
C[C@H]1CCOC1,-7391.780762,1
C[C@H]1COCO1,-8369.385742,1
CC1OCCO1,-8369.498047,1
OC1CCCC1,-7391.929199,1
O[C@H]1CCOC1,-8369.304688,1
C[C@H]1[C@@H](C)[C@H]1C,-6413.566406,1
C[C@@H]1[C@H](O)[C@@H]1C,-7391.118164,1
C[C@H]1[C@@H](C)N1C,-6849.843262,1
C[C@@H]1[C@H](O)[C@@H]1O,-8368.610352,1
O[C@H]1[C@@H](O)[C@H]1O,-9346.249023,1
C[C@@]12CC[C@@H]1C2,-6380.388184,1
C[C@]12C[C@H]1CO2,-7357.75293,1
C[C@@]12CO[C@@H]1C2,-7357.638184,1
C[C@]12CC[C@H]1O2,-7357.996582,1
O[C@@]12CC[C@@H]1C2,-7357.894043,1
O[C@@]12CO[C@@H]1C2,-8335.092773,1
C#CC#CC#C,-6248.154297,1
C#CC#CC#N,-6686.161133,1
N#CC#CC#N,-7124.021484,1
C#CCCC#C,-6313.867676,1
C#CCCC#N,-6752.17334,1
N#CCCC#N,-7190.418945,1
C#CC#CC=O,-7259.383301,1
N#CC#CC=O,-7697.330566,1
O=CC#CC=O,-8270.635742,1
C#CCOC=N,-7761.83252,1
N#CCOC=N,-8200.03418,1
C#CCCC=O,-7325.493652,1
N#CCCC=O,-7763.780762,1
C#CCNC=O,-7762.772461,1
N#CCNC=O,-8201.023438,1
C#CCOC=O,-8303.417969,1
N#CCOC=O,-8741.583984,1
N=COCC=O,-8773.53125,1
O=CCCC=O,-8337.140625,1
O=CCNC=O,-8774.481445,1
O=CCOC=O,-9315.115234,1
CC#CC#CC,-6314.780273,1
C#CCC#CC,-6314.03125,1
CC#CCC#N,-6752.338379,1
CC#CCC=O,-7325.810059,1
C/N=C/NC=O,-8233.276367,1
C/N=C/OC=O,-8774.113281,1
C#CC#CCC,-6314.411621,1
CCC#CC#N,-6752.541504,1
C#CC#CCO,-7291.654785,1
N#CC#CCO,-7729.746582,1
CCC#CC=O,-7325.753906,1
O=CC#CCO,-8303.008789,1
CCC#CCC,-6380.648926,1
CCC#CCO,-7357.938965,1
OCC#CCO,-8335.220703,1
CC/N=C/OC,-7828.256836,1
CC#CCCO,-7358.121094,1
CC#CCCC,-6380.679199,1
CC#CCOC,-7357.761719,1
CCO/C=N/C,-7828.42334,1
C#CCCCC,-6380.379395,1
CCCCC#N,-6818.728027,1
CCNCC#N,-7254.999512,1
C#CCOCC,-7357.581543,1
CCOCC#N,-7795.850586,1
C#CCCOC,-7357.615723,1
COCCC#N,-7795.9375,1
C#CCCCO,-7357.792969,1
N#CCCCO,-7796.128418,1
CCCCC=O,-7392.03418,1
CCCNC=O,-7829.388184,1
CCCOC=O,-8370.125977,1
CCOCC=O,-8369.332031,1
COCCC=O,-8369.229492,1
O=CCCCO,-8369.458984,1
O=CNCCO,-8806.885742,1
N=COCCO,-8806.009766,1
O=COCCO,-9347.59668,1
CCCCCC,-6446.86377,1
CCCCCO,-7424.297852,1
CCCCOC,-7424.102051,1
CCCOCC,-7424.251465,1
CCOCCO,-8401.765625,1
COCCCO,-8401.510742,1
COCCOC,-8401.295898,1
OCCCCO,-8401.732422,1
C#CC1CCC1,-6347.158203,1
C#C[C@H]1CCO1,-7324.502441,1
C#CC1COC1,-7324.490234,1
N#CC1CCC1,-6785.496094,1
N#C[C@H]1CCN1,-7221.862793,1
N#C[C@H]1CCO1,-7762.753418,1
N#CC1COC1,-7762.768066,1
O=CC1CCC1,-7358.809082,1
O=C[C@H]1CCO1,-8336.196289,1
O=CC1COC1,-8336.131836,1
O=CN1CCC1,-7796.028809,1
C/N=C1/CCO1,-7795.629883,1
CCC1CCC1,-6413.621094,1
CC[C@H]1CCO1,-7391.161133,1
CCC1COC1,-7391.001465,1
COC1CCC1,-7390.959961,1
COC1COC1,-8368.275391,1
OCC1CCC1,-7391.058594,1
OC[C@H]1CCO1,-8368.643555,1
OCC1COC1,-8368.439453,1
C#CCC1CC1,-6347.043457,1
C#CC[C@H]1CO1,-7324.506836,1
C#CCN1CC1,-6783.283691,1
N#CCC1CC1,-6785.38916,1
N#CC[C@H]1CN1,-7221.79834,1
N#CC[C@H]1CO1,-7762.807129,1
N#CCN1CC1,-7221.541992,1
N=COC1CC1,-7795.169922,1
O=CCC1CC1,-7358.715332,1
O=CC[C@H]1CN1,-7795.160156,1
O=CC[C@H]1CO1,-8336.181641,1
O=CCN1CC1,-7794.967773,1
O=CNC1CC1,-7796.024902,1
O=COC1CC1,-8336.755859,1
CC#CC1CC1,-6347.402832,1
CC#C[C@H]1CN1,-6783.848145,1
CC#C[C@H]1CO1,-7324.779297,1
CCCC1CC1,-6413.555664,1
CCC[C@H]1CO1,-7391.067383,1
CCCN1CC1,-6849.85791,1
CCOC1CC1,-7390.916992,1
COCC1CC1,-7390.785645,1
COC[C@H]1CN1,-7827.236816,1
COC[C@H]1CO1,-8368.233398,1
OCCC1CC1,-7390.990234,1
OCC[C@H]1CO1,-8368.496094,1
OCCN1CC1,-7827.393066,1
C#C[C@@H]1C[C@@H]1C,-6347.202148,1
C[C@H]1C[C@H]1C#N,-6785.538574,1
C#C[C@@H]1N[C@@H]1C,-6783.646484,1
C[C@H]1N[C@H]1C#N,-7221.933105,1
C#C[C@@H]1O[C@@H]1C,-7324.678711,1
C[C@H]1O[C@H]1C#N,-7762.904785,1
C#C[C@@H]1CN1C,-6783.391113,1
CN1C[C@H]1C#N,-7221.67041,1
C#C[C@@H]1C[C@@H]1O,-7324.685547,1
N#C[C@@H]1C[C@@H]1O,-7762.985352,1
C[C@H]1C[C@H]1C=O,-7358.894531,1
C[C@H]1CN1C=O,-7795.696777,1
C[C@H]1N[C@H]1C=O,-7795.368652,1
C[C@H]1O[C@H]1C=O,-8336.313477,1
CN1C[C@H]1C=O,-7795.067871,1
O=C[C@@H]1C[C@@H]1O,-8336.362305,1
C[C@H]1C[C@H]1CO,-7390.994629,1
C[C@H]1N[C@H]1CO,-7827.643555,1
C[C@H]1O[C@H]1CO,-8368.676758,1
CC[C@H]1C[C@H]1C,-6413.582031,1
CC[C@H]1C[C@H]1O,-7391.086914,1
CC[C@H]1CN1C,-6849.817871,1
CC[C@H]1O[C@H]1C,-7391.233398,1
CCN1C[C@H]1C,-6849.910645,1
CN1C[C@H]1CO,-7827.193848,1
CO[C@H]1C[C@H]1C,-7390.853027,1
CO[C@H]1C[C@H]1O,-8368.297852,1
OC[C@H]1C[C@H]1O,-8368.505859,1
CC(=O)C1CC1,-7359.227051,1
CC(=O)[C@H]1CN1,-7795.694824,1
CC(=O)[C@H]1CO1,-8336.519531,1
CC(=O)N1CC1,-7795.854004,1
NC(=O)C1CC1,-7796.536133,1
NC(=O)[C@H]1CN1,-8233.019531,1
NC(=O)[C@H]1CO1,-8773.916992,1
NC(=O)N1CC1,-8233.041992,1
CC(C)C1CC1,-6413.596191,1
CC(C)[C@H]1CO1,-7391.05957,1
CC(C)N1CC1,-6849.964355,1
C[C@@H](O)C1CC1,-7391.154297,1
C[C@@H](O)[C@H]1CN1,-7827.666992,1
C[C@@H](O)[C@H]1CO1,-8368.738281,1
C1CC2(C1)CC2,-6380.32373,1
C1CC2(CC2)O1,-7357.803223,1
C1CC12COC2,-7357.681152,1
C1NC12COC2,-7794.188965,1
C1CC2(C1)CO2,-7357.945801,1
C1OCC12CO2,-8335.226563,1
C1=C[C@H]2C[C@@H]1C2,-6347.332031,1
C1=C[C@H]2C[C@@H]1O2,-7324.64209,1
C1C[C@H]2C[C@@H]1C2,-6380.830078,1
C1O[C@H]2C[C@@H]1C2,-7358.150879,1
C1C[C@@H]2C[C@H]1O2,-7358.263672,1
C[C@H]1[C@H]2C[C@@H]1C2,-6379.647949,1
C[C@@H]1[C@@H]2C[C@H]1O2,-7356.858398,1
O[C@H]1[C@H]2C[C@@H]1C2,-7357.280762,1
O[C@@H]1[C@@H]2C[C@H]1O2,-8334.475586,1
C1=CCOCC1,-7358.933105,1
C1=CCCCC1,-6381.631348,1
C1=NCCCO1,-7796.186035,1
C1CCCCC1,-6414.526855,1
C1CCOCC1,-7391.871094,1
C1COCCO1,-8369.15332,1
C1COCOC1,-8369.37207,1
C1C[C@H]2CC[C@@H]12,-6380.278809,1
C1C[C@H]2OC[C@@H]12,-7357.788574,1
C1O[C@H]2CO[C@@H]12,-8335.205078,1
C[C@@H]1[C@@H]2CC[C@@H]21,-6380.236816,1
C[C@H]1[C@H]2CO[C@@H]12,-7357.548828,1
O[C@H]1[C@H]2CC[C@@H]12,-7357.808105,1
O[C@H]1[C@H]2CO[C@@H]12,-8335.078125,1
C1=C[C@H]2C[C@H]2C1,-6348.243164,1
C1=N[C@H]2C[C@H]2O1,-7762.86377,1
C1=C[C@H]2N[C@H]2C1,-6784.669434,1
C1=C[C@H]2O[C@H]2C1,-7325.732422,1
C1C[C@H]2C[C@H]2C1,-6381.153809,1
C1C[C@@H]2C[C@@H]2O1,-7358.444336,1
C1OC[C@@H]2C[C@H]12,-7358.568359,1
C1O[C@H]2C[C@H]2O1,-8335.795898,1
C1C[C@@H]2O[C@@H]2C1,-7358.797852,1
C1OC[C@@H]2N[C@H]12,-7794.991211,1
C1OC[C@H]2O[C@@H]12,-8336.046875,1
N=C1O[C@H]2C[C@@H]12,-7762.199219,1
O=C1C[C@H]2C[C@@H]12,-7325.891602,1
O=C1C[C@H]2CN12,-7762.515137,1
O=C1C[C@H]2N[C@@H]12,-7762.15332,1
O=C1C[C@H]2O[C@@H]12,-8303.132813,1
O=C1CN2C[C@@H]12,-7762.208008,1
O=C1N[C@H]2C[C@@H]12,-7762.843262,1
O=C1O[C@H]2C[C@@H]12,-8303.804688,1
C[C@H]1C[C@H]2C[C@@H]12,-6380.275879,1
C[C@H]1C[C@H]2O[C@@H]12,-7357.803711,1
C[C@H]1O[C@H]2C[C@H]21,-7357.669922,1
O[C@H]1C[C@H]2C[C@@H]12,-7357.862793,1
O[C@H]1C[C@H]2N[C@@H]12,-7794.387207,1
O[C@H]1C[C@H]2O[C@@H]12,-8335.404297,1
O[C@H]1CN2C[C@@H]12,-7794.225586,1
