embs0,embs1,embs2,embs3,embs4,embs5,embs6,embs7,embs8,embs9,embs10,embs11,embs12,embs13,embs14,embs15,embs16,embs17,embs18,embs19,embs20,embs21,embs22,embs23,embs24,embs25,embs26,embs27,embs28,embs29,embs30,embs31,embs32,embs33,embs34,embs35,embs36,embs37,embs38,embs39,embs40,embs41,embs42,embs43,embs44,embs45,embs46,embs47,embs48,embs49,embs50,embs51,embs52,embs53,embs54,embs55,embs56,embs57,embs58,embs59,embs60,embs61,embs62,embs63,embs64,embs65,embs66,embs67,embs68,embs69,embs70,embs71,embs72,embs73,embs74,embs75,embs76,embs77,embs78,embs79,embs80,embs81,embs82,embs83,embs84,embs85,embs86,embs87,embs88,embs89,embs90,embs91,embs92,embs93,embs94,embs95,embs96,embs97,embs98,embs99,embs100,embs101,embs102,embs103,embs104,embs105,embs106,embs107,embs108,embs109,embs110,embs111,embs112,embs113,embs114,embs115,embs116,embs117,embs118,embs119,embs120,embs121,embs122,embs123,embs124,embs125,embs126,embs127,mol_index,atomic_number,coordx,coordy,coordz,ldalabel,gnumarker,gnucolor,layer,atomizationE,NMR,NMRlinpred
-0.56961596,1.0312804,-1.246419,0.49635613,-0.52233106,1.2876161,0.35431385,0.84281564,-0.71321094,-0.8946337,-0.26661128,-0.5383659,-0.27442607,-0.2674816,0.3787745,-2.628383,0.82636887,-0.015101016,1.7231892,-1.0899031,0.77997947,0.11676565,-1.1228404,0.2077861,-0.54306287,0.15521263,0.4841005,1.2830808,0.45510176,0.7716475,0.25118592,-0.50198966,-1.1366365,1.2307705,0.16121177,-2.159601,2.241718,1.7708098,0.37814307,-1.2479382,-0.39364213,1.5993444,0.03492251,1.5975246,0.010112405,0.4477085,0.790187,-0.5961124,-0.17055213,0.37593812,0.06603742,1.0941087,0.57979965,-0.80853426,-2.7976048,3.041963,0.26663142,1.1773919,-1.9540309,-0.27325794,-0.63901305,2.2617345,0.01671207,-0.39860004,0.63953424,-0.42009738,-0.3133886,-1.6460792,-0.57851666,0.2529041,0.5094757,-0.07159507,-0.28622043,1.5437735,0.2124956,1.6799933,1.4421918,-1.3385464,-0.9232694,0.38326466,0.6064523,-0.16332285,-2.1577387,0.40570801,-0.003806062,0.24152222,-1.6013055,0.89070225,-1.8460692,0.48266822,1.0206288,-1.6933683,0.6582363,-0.019648165,-0.23841271,-0.001206696,-0.95241,0.6539383,-0.014676273,0.43126622,0.7782956,-0.5782408,0.6327095,-0.9120836,1.5171032,-2.8601763,1.9072877,-0.85755724,0.39241925,-0.54513955,2.5282245,0.9233094,-1.2818626,-1.0491298,0.6675199,-0.15060017,-1.2562447,-0.6911922,-0.7125405,-1.506769,1.435737,0.9203345,0.25880465,-0.6345892,-0.39733392,1.6023521,-0.08169711,-1.296561,55,6,-1.3146014,-0.4892591,-0.7073203,3,1,3329330,5,-1033.91,28.61,17.40091661
-1.2781165,-0.18919127,-2.6860561,0.8388116,1.0578595,-0.7117884,0.37471083,-2.5898578,0.89577985,0.13936506,2.299426,-2.2968779,-0.38908494,-0.8618886,-0.6763229,0.40943366,0.73183817,-0.1416192,0.71208143,-1.7489278,-0.7129189,0.74936664,-0.73987895,1.9737515,0.044723123,-1.7009802,0.25119108,-0.70762,-1.0563829,1.2185117,-0.5232749,1.9834856,-0.7858327,-1.2545874,1.2933376,-1.0221802,2.4216754,0.86792994,-0.55969673,2.0166626,2.0592437,0.16661835,-2.1401992,0.93794405,1.9462214,-0.53726953,-0.9456276,0.8301932,-1.4460598,0.03883761,0.7173331,0.4237367,1.243053,2.0685172,-1.7081213,1.5294849,-0.05106342,2.3685272,-0.53476393,-0.4351356,-1.2728271,2.9577696,-0.6347483,0.46474847,1.9635229,0.83618706,-0.22111353,0.18531346,0.9405861,-1.277381,2.1654768,-0.68460274,0.4316379,-1.4052203,-1.1873192,0.6789292,1.1127435,-0.7609166,-0.07330327,0.870373,0.86750126,1.1617756,-0.2835302,-1.4930034,-0.5875112,-1.4855521,-0.29360235,0.01332818,-2.2786958,1.8640784,0.20108452,0.12319213,-1.1799893,-1.0025142,-0.45563036,-0.86531246,0.32088277,0.8155244,-0.06407297,0.36390206,-0.09073513,-3.1519685,1.3121166,2.5751486,-0.8795279,-0.9712651,-0.81241894,-0.8040918,0.33148378,-0.9336196,1.9893131,0.21681088,-0.78315485,0.23993662,0.4128865,-3.2482677,1.6078042,-1.2769123,1.2387753,0.17214246,1.362119,0.45840052,-0.7762817,0.03557095,1.1856799,1.4761581,0.3634271,-1.8293123,55,6,-0.3315014,0.4333409,-0.05432026,22,5,3100495,5,-1034.3094,194.74,196.2153947
-1.2196126,-0.64241236,-1.4473765,0.31762224,0.24624656,-0.34736407,0.16138044,-1.295555,0.9882088,-0.57729006,1.7049538,-1.6520271,0.23070444,-0.84071493,-0.64375937,-0.36492607,0.7392889,0.7377806,0.09773779,-1.809495,-0.071603484,-0.45506853,-1.8415948,1.1312864,-0.76430154,-0.33618852,0.91736466,0.5192955,-0.22280432,1.1088125,-0.49432984,1.2485933,-1.0394702,-0.97012675,0.61297935,-1.354957,2.0150816,1.4639728,-0.56232315,-0.045829475,0.63168377,1.4327533,-2.0942311,1.1819081,1.4364539,-0.5425526,-1.1063566,0.8699987,-0.67620003,0.6684314,0.45142415,0.20266011,0.3782364,2.128172,-2.1617699,2.032421,0.01756768,2.048145,-0.64311063,-0.7617602,-1.3323383,3.0614405,-0.06584185,1.3070034,1.2763858,1.1254597,-0.4567685,-0.23815921,0.5959622,-0.8059512,1.8837439,-0.61252785,0.22843868,-1.6019576,-0.6041546,1.8846097,1.7932472,-0.32510078,0.14767303,1.2275914,0.6728824,1.5579752,-1.2222539,-0.5926436,0.5155749,-1.1915576,-0.93393224,0.7774656,-2.3520527,2.3608246,0.5889801,0.123739615,-1.7004948,-0.6910703,-0.14360061,-0.73873824,0.5769608,0.6875044,-0.50712675,0.56753004,0.23185891,-2.9835925,1.122991,1.5871434,-0.561485,-1.4168518,0.262068,-0.8171391,0.0900974,-1.4274707,2.3779917,0.4333769,-1.1643591,-0.991347,1.3957508,-1.611661,0.7102001,-0.592146,-0.043051615,-0.49698505,1.6379403,0.7721585,-0.76606643,0.09470925,0.5305238,1.2713816,0.33405212,-1.1178297,55,6,0.9726986,-0.17215908,0.40437973,21,13,2003199,5,-1034.117,190.4,188.5497803
-0.62008935,-0.38757494,-2.0855992,1.520033,0.9604806,-2.2729957,-0.83186805,-4.2522793,-0.10513959,-0.1862662,2.205635,-1.8471848,-0.32610136,-1.1840438,-0.5639348,0.2848423,0.41277593,-0.013609707,0.310558,-2.0180383,-0.84614635,1.1472244,-1.7717391,1.5720551,-0.50246775,-0.48318776,-0.15640491,-1.3653173,-1.0159048,1.3769625,0.04106748,3.8892465,-1.0945963,-1.8301567,0.4851457,-0.18281803,2.9442465,0.3763057,-2.1573129,2.034053,1.0500567,-0.02120471,-2.4451177,0.39319363,3.2039833,-1.4049591,-1.6831928,0.9052061,-0.53665876,1.5834415,0.9917214,-0.020567566,0.9814806,3.943103,-0.6441927,1.7560503,-0.69152987,2.7620983,-0.4074459,-0.73087674,-0.7757211,2.4728382,-1.1471854,0.1338031,2.2387397,1.4953641,-0.2312297,-0.6350028,0.8847251,-1.1767348,1.7353826,-0.5146731,-0.13013916,-2.7480097,-0.39346024,0.36298853,0.2561447,0.8817826,-0.10168329,1.0862483,1.6063055,1.8837053,0.24770051,-1.047677,-1.2298012,-2.1464648,-0.29896128,0.99522704,-2.2213693,1.6528169,-0.39790776,-0.031687587,-1.0647985,-1.7618926,-0.27865458,-0.32462823,0.6711516,1.5132966,0.58541024,-0.2810812,0.19736247,-4.5538597,0.4870005,3.7789955,-0.75159204,0.2580204,-0.37998766,-0.72724307,0.2700187,-1.9750017,1.6232848,-0.5139783,-0.4246592,0.50644946,0.9424429,-3.520742,1.3099241,-1.0670455,0.15018515,0.35831147,-0.21912122,0.88401544,0.36252162,0.20801981,0.607868,0.88558877,0.9904259,-0.86027676,56,6,0.27960747,-0.41886228,0.22308803,26,1,16766720,5,-1034.2439,167.36,182.6351254
-0.7847773,-1.080188,-1.4686621,0.72553515,0.29499516,-1.0972764,0.38440168,-1.4712236,0.4765166,-0.8168022,1.7935706,-1.1816931,0.10650133,-0.8448829,-0.44804594,-0.31346765,0.7668383,0.77121776,0.7706985,-1.6989009,-0.16686864,-0.20615476,-2.0294962,0.5331466,-0.7208436,-0.1674124,0.6884744,0.10825983,0.16553754,0.9649097,-0.6180446,1.1349351,-1.0193864,-1.3213991,1.3281796,-1.3620491,2.6690216,1.4535824,-0.05135885,0.060925543,1.0552282,2.179112,-2.1497972,0.75489885,1.5277798,-0.65677375,-0.8073099,1.387789,-0.6627457,0.033995837,-0.06379421,-0.18438503,0.38790444,2.463141,-2.202341,1.80262,0.1821822,2.8627594,-0.99841017,-0.48791668,-1.7920362,3.2514787,0.3684808,1.3275152,1.0029376,1.0475792,-0.073744036,-0.68306476,0.7734828,-0.8087075,1.736537,-0.4650984,-0.24730745,-1.4701056,-0.54072714,1.4932187,1.9716811,-0.77204853,-0.04042136,1.7214842,0.64986414,1.2250235,-0.91236645,-1.1839448,0.4061431,-1.5057527,-0.847482,0.62778544,-2.795655,2.5410995,0.9654121,0.000770621,-1.5114834,-0.5399981,0.14730684,-0.69900453,0.45530978,-0.07714927,-0.5326224,0.7204284,0.20131761,-3.0549638,1.445591,1.579778,-0.24566874,-1.551127,0.22202805,-0.62605,0.2287101,-1.1489036,3.2657285,0.06125605,-1.8619425,-0.4740173,1.1476912,-1.7702508,1.0256537,-0.77145815,0.30204234,-0.114976674,1.7827325,0.65291715,-0.24345998,-0.8588177,0.2590083,1.5109222,-0.040545158,-1.0800129,56,6,-0.97869253,0.4259377,0.11598802,21,13,2003199,5,-1034.0122,190.8,190.5230099
-0.9724033,0.7849058,-0.42431295,-0.11380888,-0.24490531,-1.0202411,0.5592675,0.6091052,1.6267699,1.4100529,0.76128274,-0.62405306,0.2465931,-0.70241624,0.2688115,-0.12880301,1.3228297,-0.3197217,1.6969292,-0.98249054,0.41189831,-1.1113158,-0.8646403,1.2341241,0.050173104,-0.25562418,0.597264,2.9299345,-0.3045371,1.319782,-1.208205,0.30642614,0.083438516,-0.10950741,0.81591433,-1.3422025,2.1287627,2.6141214,0.86465174,-0.19215989,-1.833654,0.40175876,-0.48881584,1.1272786,-0.09885133,0.86590993,-1.357974,1.1429673,-2.186234,-0.5288099,-0.57312673,0.76673996,-2.3291957,0.81793576,-2.3173034,2.522409,-0.9286991,0.48933926,-1.1009072,0.3100279,0.07782456,2.7421024,-1.3447088,-0.34370336,1.8400319,0.69520116,0.4602368,-1.8639333,-1.1356375,-0.8513597,1.5698807,-0.61050797,0.47427884,1.2053076,0.05130208,0.36074966,0.15802741,0.093148254,-0.40418077,1.1277806,-1.6867409,-0.4074517,0.1870187,-0.042429566,0.543196,-0.69308823,-2.4703593,-0.2423837,-1.6874176,0.16034386,1.3639219,-0.84977067,-0.68323237,-0.26379818,0.3415326,-0.2740484,1.0982943,1.1299287,-0.9224233,-0.29524973,1.594105,-1.2340608,0.32515588,1.4233341,-1.0261197,0.6605526,-0.6325191,0.31562895,-2.1005235,-1.5969378,1.0926003,-0.073606715,-1.5166148,-1.3450115,0.8111729,-2.0323153,-0.9630088,-0.062676355,-0.11828143,-2.9173489,1.345402,0.13451989,-0.27224475,-0.49009198,1.3374634,-0.042464375,1.7001972,-1.5142877,57,6,2.1125484,-0.25718078,-0.3852684,39,7,16729344,5,-1034.666,67.6,58.05930976
-2.042574,0.6747721,-1.08909,-0.21987319,0.29207236,-0.42711028,0.75181186,-0.6316351,1.6214498,1.8453233,0.66268015,-1.0695151,-0.095894516,-0.7737639,0.31533217,0.18282956,0.5987052,-0.48788178,0.44040045,-1.1366389,-0.20349772,-0.81476223,-0.44138578,1.47839,-0.21473497,-1.484571,1.8258544,2.0834563,-1.2579538,1.5758929,-1.265565,1.0183847,-0.4510941,-1.4606363,0.8276297,-2.089521,1.8043308,1.9650058,-0.04434949,1.1204094,-1.0658472,-0.6421931,-0.9731374,2.0812774,0.3554259,0.9596536,-1.384413,1.2186377,-3.600046,-0.07138616,0.5659643,-0.092862114,-0.10642774,0.69487756,-1.944361,1.6015116,-1.8665138,-0.1607292,-0.01740165,0.7884345,0.44424558,2.8088305,-2.5075676,0.55789006,1.6855412,0.8200475,0.22732931,-0.97705936,0.4497584,-1.1342971,2.2250717,-1.968769,1.2900283,0.2674004,-1.490564,0.2982424,0.7085153,0.37053943,-0.07370567,2.0890484,-1.3580524,-0.17345172,0.40169147,-2.1481962,0.22803026,-0.6096837,-1.2412694,-0.44523048,-1.4928092,0.85048676,0.4750917,0.3556358,-0.93117136,-0.68957436,-0.18228549,-0.5930276,0.48575002,1.9103733,-0.36737043,-0.9329705,1.5457134,-1.895148,0.36351755,2.5372105,-1.0047987,0.9461478,-1.726023,-0.44115692,-2.3588688,-1.2792861,0.4026146,-0.43592772,-0.86531425,-1.0361944,0.18313524,-3.5943556,-0.2409963,-0.6432497,1.0338311,-1.375887,1.4339223,-0.5886041,-0.51691204,-0.3324863,2.1652632,-0.60406816,1.3157916,-1.5010313,57,6,0.92814827,-0.06598078,-0.33046836,38,7,8421376,5,-1035.0612,89.2,79.46744682
-0.81922215,1.3205028,-2.8476336,-0.033170745,0.85540986,0.08464578,0.5553082,-0.83146536,0.04866621,-0.3195077,1.5335491,-1.7754543,-0.7195163,-0.24992678,0.35239822,-1.4879581,0.8013241,-0.84448606,1.0816555,-1.2316971,-0.50513804,1.0387707,0.8554917,1.8476925,0.6847773,-1.3644722,0.9017563,0.4621079,-1.0803704,1.0217755,0.41064835,1.039571,-0.007386789,-0.24544746,1.7130141,-1.421005,2.6517162,1.2956331,-0.72157085,1.5805528,2.5211673,-0.5406966,-0.057146907,1.263113,0.17313491,0.8170601,1.1275313,-0.47326228,-1.9821512,-1.2920411,0.30861688,0.59473157,2.7670445,-0.20095915,-2.2378285,2.7919774,0.43171608,0.70636857,-1.2266283,0.041264176,-1.3300999,2.6690807,-0.704908,-0.7987908,0.87490845,-0.18593255,-0.86344254,-0.3235892,-0.28323758,-0.8270649,0.9445697,-0.17796487,-0.4782492,0.8213784,-0.7243435,0.28643045,0.94893795,-1.1895549,-0.25510395,-0.42839116,0.21183197,-0.9073397,-0.7029389,-0.08667639,-0.1327878,-0.054873496,-0.5456141,0.05142986,-2.0965648,0.6398685,-0.5008682,-1.1825316,-0.003832808,-1.1666003,-0.46632138,0.06664121,-1.373086,1.159905,-0.031186253,0.75727713,0.49673772,-0.32422727,0.7305622,0.8611697,0.73184174,-1.8529054,-0.29077944,-0.95532,0.085479796,0.1247707,0.9786593,0.6638894,-0.65046644,-0.15154725,-0.028967798,-2.892945,0.8966801,-0.6749632,0.47939867,0.89998376,1.6936193,-0.40425265,-0.23995736,0.19599918,0.62962097,1.2738922,0.06132704,-1.479943,57,6,-0.52665174,0.17001922,-0.26756838,1,7,10025880,5,-1034.0946,20.3,20.09148249
-0.2300764,0.91371775,-0.78940314,0.17988989,0.6926254,1.3091571,0.5880601,-0.014685944,-0.3113287,-0.46007052,0.0857344,-0.4458672,-0.7773858,-0.30520654,0.7457898,-3.3269322,1.1581628,-0.51104873,1.6999953,-1.2507585,1.1257248,-0.08808732,-1.0372683,0.94758105,-0.5781672,0.17733335,0.6155361,0.73339677,-1.018473,0.6823718,0.60003537,0.43923613,-0.81124175,0.65712583,0.77995497,-1.4554538,1.9057182,1.5253586,0.24768525,-0.9095139,0.053745687,-0.12194644,-0.4739667,1.2498552,0.12611717,-0.6548134,1.4465854,-1.0869302,-0.104790166,0.85988116,-0.03576547,0.9940903,2.4859917,-0.9053116,-2.011776,2.964309,0.27916935,0.08956556,-1.8656023,0.5388299,0.12101231,1.7294374,-0.19740948,-0.098795176,0.6868612,-0.39141157,-0.21133003,-0.3198515,-0.34642935,0.058955207,0.21452606,0.40752804,-0.40467936,-0.10487962,-0.6565414,0.6698712,0.63017607,-0.57282037,0.45227498,-0.34928226,0.80581474,-0.35944512,-2.667894,-0.003706217,-0.6210121,0.54717255,-1.5796144,1.9255443,-1.4223593,-0.109377116,0.28876108,-1.3609464,-0.042421572,0.8952932,-0.5463533,0.32508546,-0.626767,0.7073802,0.27305037,1.6389211,0.22539152,-0.18046409,0.21788651,-0.42391235,1.287776,-1.8156006,1.445539,-1.0878599,0.25675997,-0.7617025,0.7681041,0.9728705,-1.317615,-2.556677,0.82552814,-0.24163425,-0.7179523,-0.3525753,-1.2027869,-0.9070793,0.906999,0.96361756,0.4649858,-0.349716,0.057153523,1.4771192,-0.39955086,-1.2289921,57,6,-1.2616518,-1.1254808,0.067831635,3,1,3329330,5,-1033.8375,22.8,23.95019455
-0.2298263,0.9136873,-0.7893225,0.17962497,0.69272983,1.3089508,0.58771724,-0.014568284,-0.31141812,-0.46053594,0.085858256,-0.4456979,-0.7774285,-0.3049604,0.74605435,-3.327015,1.1584387,-0.51080996,1.6998906,-1.2504222,1.1255758,-0.08772308,-1.0373708,0.9472171,-0.5781434,0.17754376,0.61481816,0.73306185,-1.0185068,0.68177783,0.6003282,0.43930897,-0.81097937,0.6573987,0.780182,-1.4556624,1.9054248,1.52562,0.24789369,-0.9095155,0.054183364,-0.1221223,-0.47409233,1.2499816,0.12610611,-0.6552282,1.4471574,-1.0871669,-0.10423511,0.85981464,-0.035936207,0.9936178,2.4862905,-0.9052638,-2.0116708,2.9645982,0.27957633,0.08972533,-1.865646,0.53855586,0.12074677,1.7293344,-0.19702287,-0.0989576,0.6865641,-0.3919615,-0.21165514,-0.31991524,-0.3467677,0.059187934,0.21440646,0.4079417,-0.40525782,-0.105111584,-0.6564171,0.669478,0.63012195,-0.5731028,0.45234036,-0.3496976,0.805915,-0.35944107,-2.6684256,-0.003295034,-0.6211195,0.5471423,-1.5795557,1.9258821,-1.4224737,-0.109276175,0.2889412,-1.3613054,-0.042361096,0.89539415,-0.5460807,0.32518542,-0.62667835,0.70713603,0.27280784,1.6394475,0.22491054,-0.18032324,0.21817964,-0.42430526,1.2877066,-1.8159124,1.4456582,-1.0881563,0.2570308,-0.7618878,0.7682865,0.9729706,-1.3178911,-2.5570214,0.82589763,-0.24117443,-0.71750313,-0.35238278,-1.203024,-0.9068157,0.9071059,0.9639769,0.4652841,-0.34985864,0.056794733,1.4772335,-0.39974424,-1.2287573,57,6,-0.8458517,1.2526193,0.76073164,3,1,3329330,5,-1033.8374,22.8,23.93404803
-0.4191885,0.8579906,-1.0269849,0.32313856,0.89226353,1.1573911,0.6330464,-0.2160227,-0.34059712,-0.34967285,0.27966362,-0.2867981,-0.4333356,-0.225264,0.74712825,-3.625547,0.7495681,-0.5528116,1.7153596,-1.0948714,1.2253594,0.06294046,-1.275326,0.40887514,-0.7017235,0.3958025,0.4789427,0.8895719,-1.1861569,0.63102055,0.2596748,0.66521245,-0.5922034,0.7233534,1.0873736,-1.1249747,2.1058924,1.4442084,0.19642526,-0.77225256,0.049588025,-0.10276495,-0.16074657,1.2045037,0.24947116,-0.3015471,1.6299217,-1.0842994,-0.09470787,0.86989486,0.025164425,1.3109844,2.2336721,-1.0443447,-1.9852512,3.150402,0.5193132,-0.13295148,-1.6826444,0.9278209,-0.08048996,1.7147994,-0.38234234,0.081733495,0.67120135,-0.6186272,-0.44540197,-0.354013,-0.1509796,0.43934703,-0.08165467,0.4295411,-0.2742895,0.32204086,-0.5024753,0.9101558,0.4381122,-0.3620327,0.26920336,-0.4939374,0.91615903,-0.3137788,-2.7892876,-0.09868246,-0.88128006,0.43828765,-1.2570678,1.8302095,-1.2847817,-0.10910015,0.21729387,-1.5126969,0.38020617,0.83802265,-0.43306315,0.08642581,-0.7921638,0.81006825,0.010735825,1.8291671,0.2326317,-0.103559494,0.45529783,-0.37849334,1.4321935,-1.6777731,0.9969442,-1.2587137,0.034340445,-0.57433796,0.52357584,0.92197865,-1.5099319,-2.4663434,0.9213148,-0.03513506,-0.6285534,-0.7461779,-1.7604871,-0.9524088,0.88574266,1.3120168,0.41019696,0.059422687,0.20342748,1.3446152,-0.34735578,-1.246364,58,6,-0.9822587,-1.2211784,-0.64971256,3,1,3329330,5,-1033.8276,20,20.34442738
-0.8157375,1.1610236,-3.0727162,0.3321905,0.76451623,-0.1963799,0.7293042,-0.72551036,-0.37218753,-0.5087323,1.7753112,-1.69576,-1.037551,-0.2628019,0.37430537,-1.5298859,0.9361619,-1.0425819,1.43499,-1.6133766,-0.60431385,1.0301121,0.34118336,1.6608568,0.6162505,-1.2929173,0.7701504,0.7528705,-1.2907385,1.1483929,0.41399342,0.6137909,-0.09954661,-0.19182786,2.2781975,-1.2023132,2.40483,1.135567,-0.09960401,1.7263428,2.7087595,0.2796057,-0.48623332,1.0091487,-0.117001146,0.7537613,1.2228571,-0.34310377,-2.2085981,-1.7095346,0.031418055,0.7186569,2.7654693,-0.31413737,-2.9572752,2.3097436,1.0401002,1.3859239,-0.85205674,-0.22831967,-1.2098829,2.471487,-0.7055883,-0.9957981,0.74138296,-0.005048424,-0.8707053,-0.50922513,-0.68819934,-0.37231505,0.6578826,-0.45113745,-1.2535261,1.558682,-0.44549268,0.31274587,0.94455266,-1.179931,-0.74329674,-0.040235303,0.6732439,-1.1500291,-0.24447665,-0.16621622,0.2797082,-0.09338081,-0.11874974,-0.05488275,-2.4734633,0.9925287,-0.07658064,-1.8595802,-0.059418,-1.2521316,-0.27180338,0.09539327,-1.1019541,0.48004067,-0.15253913,0.9521435,0.21309268,-0.5582066,1.0057546,0.76609904,0.8304557,-2.1115167,-0.03998685,-0.93913317,0.23379314,0.44762,1.3292472,0.86271954,-0.432435,-0.100593075,-0.32447723,-2.8865075,0.8605445,-0.48997295,0.27098808,0.81985176,2.0341659,-0.3349214,-0.16498592,-0.7120221,0.42383936,1.944603,-0.25129896,-1.5594051,58,6,0.067841366,-0.11417839,-0.60431254,1,7,10025880,5,-1034.0099,19.8,20.4239905
-0.41903722,0.8580194,-1.0273511,0.32302654,0.89213026,1.1575667,0.633345,-0.21602568,-0.34066868,-0.34988824,0.27943188,-0.28676188,-0.43336332,-0.2251509,0.7470478,-3.6256478,0.74959797,-0.55264205,1.7152101,-1.0948565,1.2254649,0.06314927,-1.2755287,0.40911737,-0.70163393,0.3955858,0.47908613,0.88924783,-1.1859018,0.63113964,0.25999844,0.66492724,-0.59240454,0.7233779,1.0873547,-1.1249195,2.1057599,1.4439728,0.19659144,-0.7721986,0.04973191,-0.10266499,-0.16054417,1.2040964,0.24943241,-0.30159968,1.6302229,-1.0848038,-0.094281845,0.8696157,0.02528423,1.3111919,2.2338192,-1.0442001,-1.9852072,3.1501784,0.51944596,-0.13267635,-1.6828634,0.9277477,-0.0809639,1.7147768,-0.3823101,0.0817952,0.6711532,-0.6185437,-0.44553238,-0.3538441,-0.15065813,0.43900457,-0.081808865,0.42972398,-0.27430958,0.3222372,-0.5022678,0.9104091,0.43863374,-0.36187637,0.26972842,-0.49395248,0.9162388,-0.3135187,-2.7892761,-0.09876305,-0.8813679,0.4383587,-1.2567416,1.8299412,-1.284809,-0.10900664,0.217351,-1.5129336,0.38003522,0.83827263,-0.43367818,0.08601783,-0.79224014,0.8101515,0.010428995,1.8293082,0.23261528,-0.10362166,0.45520365,-0.3784713,1.4321115,-1.6781348,0.99712104,-1.2588519,0.034766518,-0.5743318,0.5240021,0.92197025,-1.5095246,-2.4662879,0.92144054,-0.034861743,-0.628374,-0.74657923,-1.7605145,-0.9520626,0.8860858,1.3123891,0.4102102,0.0594732,0.20341498,1.3447986,-0.3478623,-1.2463226,58,6,1.4692414,-0.7048784,-0.47211257,3,1,3329330,5,-1033.8276,20,20.36291075
-1.0424719,0.5094412,-0.50009185,0.21027642,0.7579924,-0.77481073,-0.24210635,-2.6225853,1.8009169,-0.1969279,1.9134648,-1.3991975,-0.13954252,0.5407844,-1.3937283,0.04239279,1.0495296,-1.1334294,0.15951622,-2.9082408,-0.6146564,0.051330805,-2.2145698,1.9094698,-1.2410077,-0.1642901,0.93745255,0.65580416,-0.9812507,2.1181006,-0.09655678,1.4840786,-0.42459023,-2.5810208,-0.19233376,0.04620511,2.5916634,0.90824556,-2.2447183,2.289081,-0.007319629,-0.095600635,-1.7728953,1.9187777,1.2053947,0.06674516,-1.9024307,2.3162997,-1.8735356,1.2587004,0.6497343,-0.007195324,0.30426258,3.0545788,-1.1068649,0.77146816,-0.97198784,-0.007394284,0.39186668,-0.1450943,0.08495025,2.2603447,-1.923965,1.161895,2.4438193,1.504978,-0.47073662,-0.6375873,1.1705209,-1.2974365,2.8288682,-0.780474,1.336942,-2.377934,-2.0460505,1.8163986,0.8998975,1.2553384,0.24470192,1.2866921,-0.48923576,0.9737174,-0.7047275,-1.9951268,0.22574066,-0.49532783,-0.69494796,1.2510426,-1.4915997,1.6894791,-0.3818028,1.1805531,-1.0450525,-2.8506835,-0.37124592,-1.7312162,1.613654,1.8901641,-0.00239408,-0.7153729,-0.08730054,-3.0026243,-0.24030893,2.9507089,0.119457014,1.0599182,-0.2565023,-0.3347468,-1.1832702,-1.9851303,0.36263266,0.20547003,-0.94101787,-0.11625576,0.32370514,-3.5646539,0.3920706,-0.5073067,1.0878366,-1.3487761,0.290592,0.5407932,-1.2198939,0.72759986,2.0474873,-0.46590897,1.0188785,-0.04549277,58,6,-0.20715864,0.80732167,0.5121874,41,3,13468991,5,-1034.7981,123.7,123.7354083
-0.43008745,0.35594827,-1.1807762,0.44168913,0.9115457,0.5422749,0.89902,-0.77001184,-1.2418014,-0.68735313,0.17021033,0.33861497,-0.35504875,-0.2641982,0.80159163,-3.7064025,0.57456887,-0.7521716,2.353238,-1.279168,1.0789489,-0.26818892,-1.4385713,0.12828586,-0.8330232,0.40176752,0.28202823,0.51235783,-0.9138403,0.48798758,-0.10454619,0.97808313,-0.3946941,0.6119919,1.825388,-0.8108154,2.3938885,1.1222911,0.5302119,-0.7366628,0.26161498,0.370497,-0.050017715,0.7533753,0.56262636,-0.41805655,1.8753703,-0.5619543,0.053178698,0.045903146,-0.41329432,1.2784734,2.2887506,-0.8281551,-1.9337941,2.6848004,0.7620697,0.31568244,-2.238941,1.0393618,-0.78639895,1.7249818,0.06458362,0.03348971,0.104964614,-0.64723694,-0.5804962,-1.0985817,0.36116385,-0.11260103,-0.30641383,0.10183534,-0.96209586,0.8301792,-0.29532233,0.60788745,0.28027695,-0.46425283,0.29534167,0.2387128,0.7344364,-0.5697253,-2.6025517,-0.6119479,-1.272994,0.07398184,-1.136244,1.5227175,-1.1216025,0.23365846,0.54950166,-1.8524259,0.6932556,0.8576431,-0.63067734,0.31175777,-0.844042,0.28975075,-0.13746312,1.7370343,0.2490103,0.2035675,0.43635154,-0.45739922,1.6547911,-1.1949689,0.4415791,-1.1748344,-0.13827954,-0.4393673,1.2072954,0.6539772,-2.1494806,-2.2558265,0.874356,-0.09697366,-0.10664117,-0.7350737,-1.7205709,-0.4365462,1.0466332,1.3404539,0.00621748,-0.907202,-0.05337161,1.8265808,-0.5771376,-1.3017046,59,6,1.513815,-0.52477133,-0.46747714,3,1,3329330,5,-1033.7837,19.8,11.11062925
