embs1,embs2,embs3,embs4,embs5,embs6,embs7,embs8,embs9,embs10,embs11,embs12,embs13,embs14,embs15,embs16,embs17,embs18,embs19,embs20,embs21,embs22,embs23,embs24,embs25,embs26,embs27,embs28,embs29,embs30,embs31,embs32,embs33,embs34,embs35,embs36,embs37,embs38,embs39,embs40,embs41,embs42,embs43,embs44,embs45,embs46,embs47,embs48,embs49,embs50,embs51,embs52,embs53,embs54,embs55,embs56,embs57,embs58,embs59,embs60,embs61,embs62,embs63,embs64,embs65,embs66,embs67,embs68,embs69,embs70,embs71,embs72,embs73,embs74,embs75,embs76,embs77,embs78,embs79,embs80,embs81,embs82,embs83,embs84,embs85,embs86,embs87,embs88,embs89,embs90,embs91,embs92,embs93,embs94,embs95,embs96,embs97,embs98,embs99,embs100,embs101,embs102,embs103,embs104,embs105,embs106,embs107,embs108,embs109,embs110,embs111,embs112,embs113,embs114,embs115,embs116,embs117,embs118,embs119,embs120,embs121,embs122,embs123,embs124,embs125,embs126,embs127,embs128,pk1,ldalabel,gnumarker,gnucolor,mol_index
-0.37211007,-0.19367227,1.329258,-0.47125554,1.8345506,2.3370514,1.0302672,2.4555533,-1.6936251,0.1493611,-1.626542,2.9282396,-0.71503246,1.9370484,-0.42241028,0.34571075,0.34062248,-0.55489814,0.8867348,1.2210897,1.6661762,0.93097067,-0.13745864,0.6836858,0.16698731,-0.31205982,2.054252,2.472804,0.5208593,0.31112504,1.5021505,-2.0854037,0.98472726,-0.10888775,0.9290621,0.92352265,-2.540513,-0.27491456,0.08735436,0.3542999,-1.4109926,-0.15690482,-0.6270407,0.9121808,-1.0344846,2.671089,-0.62844026,0.22880432,-0.6223694,-0.96846366,-0.5412112,0.19729519,-1.1217293,-1.610643,-0.33847624,-2.0567884,-1.6563545,0.085660085,1.341827,0.17271245,1.8791653,-1.3567452,0.0923571,-1.0819416,-0.91118467,-0.52618647,0.7611988,-0.1059216,0.3501591,0.30904147,-3.2350795,0.61862427,0.37997964,1.6617897,-0.9642044,0.37106776,-0.05490981,-1.5666935,-3.2178419,-1.4082509,0.18137291,-1.5131688,-0.40834898,0.63717896,0.16007744,2.3046727,-0.98284835,-1.8470745,-0.11203016,-1.7626523,-0.16526845,-1.7841587,0.6004403,-0.00556919,-0.27643883,1.0008771,-0.1033539,0.8019476,-0.6512221,-0.3689254,-1.2048442,1.5867335,-0.3683585,-1.2028772,-0.41194227,-0.3778572,-0.034987777,-0.3792491,0.15096644,-0.40355447,-0.9694547,0.98175955,0.37492135,-0.5385125,-0.24085423,2.1239989,0.24809775,3.396338,0.12773441,-2.3974738,0.14315736,-0.10313511,-0.4386134,0.88677484,1.1945443,-0.71646786,-1.6967955,-0.5318724,10.46,7,2,11393254,151
-0.068952836,0.13841668,1.5131146,-1.3093998,1.1859291,0.44946694,-0.5344074,2.5577972,-0.18651757,1.4760661,-0.2797382,2.6008902,-0.09812078,2.583734,0.28512657,1.0777596,-0.20387888,-0.22826412,0.8182704,0.11131227,2.1016035,-0.8725113,-0.05903542,0.023341686,-0.02298645,-0.6732567,1.4455057,2.5552068,1.3321775,0.09903042,-0.122362,-1.4888891,2.5473137,-0.43111974,0.3954348,0.4391655,-3.0833867,0.0755834,0.62915146,-0.56958455,-2.2349792,-0.5544367,-0.22385266,0.7492448,-0.6465534,1.4041741,-0.79812384,1.3994873,-0.90847886,-2.0592732,-1.5053436,-1.4974433,-3.2604902,0.021507032,-1.6788975,-1.6403143,-1.3682256,-0.9701021,1.9292452,0.30808893,2.486397,-2.0492702,-0.8373755,-0.5144329,-0.35016182,0.07865766,0.4111002,-0.96557236,-0.36683333,-0.15395196,-1.1471883,0.9566291,0.6400267,2.177069,-0.5147887,-0.6568143,0.045112435,-0.63277096,-3.6543722,-2.437976,-0.8735799,-2.0478394,0.9094215,0.8489851,1.1290095,1.862399,-1.2832638,-2.8992774,-0.364093,-0.63236535,-0.20047446,-0.25310844,0.08374548,0.013990253,0.33907923,1.546366,0.599246,1.0780805,-1.283987,-0.20704022,-1.319168,0.27625597,1.5721738,0.047424376,-1.6431808,0.95803124,-0.8649485,-0.2503635,-1.3881882,-1.8843361,1.282557,0.30972677,-1.535493,-0.914134,-0.1889846,2.119371,0.7742663,2.9010608,0.6835205,-2.9291127,0.57695574,-0.717908,0.08680654,1.4184475,1.6315281,-1.5533904,0.07994026,0.004917043,5.85,17,3,16716947,152
-0.30079463,0.07664135,0.89216864,-1.4950569,2.4628172,2.2849975,-0.44429138,2.2841032,-0.85052377,0.3944023,-1.3828055,3.4938316,-1.4764991,1.7393723,0.20153083,-0.72361505,-0.43596816,1.3151855,0.45292887,0.33441183,1.370799,-0.972039,-0.90233636,-0.08387543,0.008910388,-0.08878736,1.5036304,2.1522372,1.476109,0.35988936,1.1271498,-1.5674889,0.31357703,0.08859365,0.63486767,0.2480759,-2.748538,0.57552403,0.18547863,-0.96861696,-0.8656862,0.102676764,0.06176862,0.8311942,-0.20654246,2.3975015,-0.5071107,-0.19982496,0.7427391,-0.4570657,-0.78646076,-0.020889014,-2.6063547,-1.5631679,-0.7932884,-1.4140999,-0.80928314,0.16175169,0.93380255,0.16694802,1.6402882,-0.90549946,0.25309098,-1.6279676,-1.0009035,-0.8627411,0.945009,-0.1416693,-0.98422515,0.00331749,-2.4850883,1.314474,-0.015083671,1.3993468,-0.66783303,-0.007724226,1.0861269,-1.4383662,-2.8305612,-1.5067604,-0.5021113,-1.2668879,-0.7249905,-0.08237234,0.45427847,1.2483037,-1.7574856,-1.8401105,-0.9371052,-0.7586013,-0.12676845,-0.8327586,0.7535218,0.4519098,0.61686337,1.2090502,-0.14712974,0.32385975,-0.35026592,-0.2687542,-1.923757,1.2149873,0.6577018,-0.3636014,-0.027012378,-0.5566973,0.7295836,-0.5332515,-0.19983187,-0.7264305,1.0818617,0.8126185,-1.4657469,-1.0197113,0.3095342,2.1116357,0.9393791,2.639782,-0.84109366,-2.9552243,0.14994329,0.66619647,-0.62793624,0.7212125,0.9235972,-0.774089,-1.0719832,0.22246286,4.88,8,5,6266528,153
-0.49787173,0.034685552,0.9765167,-0.08433235,1.5573646,-0.91630447,0.9793115,2.1939645,0.08872408,0.88919306,-0.6996212,3.3081439,-1.0055459,0.82007855,0.92479277,1.8981159,-0.36047703,-1.4349521,1.9350127,0.6434195,2.1139712,-0.43411452,-0.27329797,-0.64069027,-0.15219638,0.54649156,0.7159716,2.6473157,0.8853397,-0.36964342,0.29192165,-0.763149,3.000308,0.03553772,0.9792037,0.5919758,-2.2665796,0.4927781,1.7718678,-0.3569463,-2.304233,0.053844567,0.041171357,0.35692972,-0.9871492,1.5711267,-1.0200278,1.7222533,-1.3482568,-2.030145,-3.2996516,-0.85328704,-2.57992,0.33714667,-1.64437,-1.8015699,-1.7868794,0.69710714,1.337854,0.21125853,1.8063973,-2.2793584,-1.2927924,0.18117082,-0.3495624,-1.0011349,0.25588453,-1.6284312,0.7665837,-0.5674511,-0.07349974,1.3690742,0.016960204,3.0278778,-0.48380712,-1.5933225,-0.7007052,-1.1630852,-3.5529604,-1.6629412,-1.3602817,-2.224409,1.2661531,0.29778334,0.42222244,0.9279983,-2.580955,-3.1693454,0.6128841,-1.5403551,1.3389268,-0.9164743,1.6649699,-0.33975518,-0.2223114,1.5082226,0.9275337,2.0676064,-1.8781636,-1.0215317,-0.5379843,0.7713844,1.588923,-0.30636472,-1.4586512,2.1369715,-1.5455437,-0.23870191,-1.9732522,-2.4266672,1.1087476,-0.21047449,-1.6584834,-0.19916892,0.7120936,2.2705362,1.8712175,3.0775125,1.3958584,-2.6625752,1.2771451,-0.55070055,-0.6004082,-0.446308,0.30998155,-1.7876171,0.18280554,-0.16172905,6.34,21,5,8388736,154
0.2500353,-0.24850497,0.68268514,-0.7756599,1.4891598,2.1667733,-0.06466332,1.8561316,-0.8899034,0.29804528,-1.5325335,4.304022,-1.9156129,1.4065608,-0.04238209,0.00851649,-0.8162995,1.1456345,0.5864447,0.3673256,1.3480034,-0.53078175,-1.0687898,-0.06903197,0.008460254,0.35983276,1.6388588,1.8040341,0.9116023,0.6828792,1.5825074,-1.5588663,0.30195996,-0.54101574,1.0924878,0.51562464,-3.038647,0.43522784,-0.3802619,-0.3077082,-0.99251586,-0.08398649,0.11055133,1.5324605,-0.1336479,2.8234565,-0.17579705,-0.7351728,-0.6026693,-0.80444765,-0.40929487,0.007874666,-2.0036373,-1.4504219,-1.1385791,-1.4000497,-0.8392317,0.7441836,0.7349282,-0.61623156,1.5420929,-0.77566105,0.41603887,-1.6981587,-1.5569389,-0.33858368,1.053967,-0.87587804,-0.6512109,0.46984315,-2.429277,0.8176623,0.017040193,1.887201,-0.44487053,-0.264094,0.2810744,-1.4651399,-2.54761,-0.9128777,-0.6055876,-0.53554463,-0.6085424,0.71987015,0.83311015,0.9731807,-1.780776,-1.3659198,-0.9575198,-1.3723994,-0.12710744,-1.0309857,0.015142135,0.016228735,0.22157183,1.0873591,-0.16074786,0.65560734,-0.028858848,-0.28751186,-1.3695792,0.41689438,-0.069847524,-0.9791321,0.003772222,-0.094589114,1.2229033,-0.6072221,-0.29626507,-0.34603116,1.052055,-0.09402686,-1.6332486,-0.5478185,0.24406394,1.4891031,0.3847487,2.6419663,0.15602937,-2.5430686,1.7352908,0.33431453,-0.7463777,0.46889362,0.29198092,0.27113485,-1.0546527,0.18175149,2.014,8,5,6266528,155
0.676823,-0.86292356,1.0384145,0.520157,2.1980097,1.6125587,0.12513615,0.11028522,-1.6217637,-0.5458721,-1.4747704,3.791348,-1.3428731,2.0959837,-0.37193853,-0.9125549,-0.23050421,0.3742842,-0.1997695,0.331329,0.8525579,0.088828914,-1.2753773,-0.41461676,-0.3862433,2.6097124,0.9209889,0.61217034,1.0261028,-0.9264547,2.4860115,-0.6357863,0.31990764,-0.008744717,1.4915028,0.75217056,-1.938545,0.3539077,-1.0009162,-0.1642465,-0.52739227,-0.35431904,0.08370441,0.61621606,0.31905344,2.1130273,0.045754313,0.1028142,2.2966995,-0.39860275,-1.6588218,-0.06738193,-0.044589557,0.96399117,0.38801163,-0.93938553,0.5809065,1.1787798,0.39577115,-0.14193755,1.1573159,-1.0783368,-0.73065996,-2.3777916,-0.11115989,-1.3742379,0.3723191,-1.0068018,-0.38239658,0.000162944,-2.8707938,1.9046881,-0.8864347,0.2831998,-0.07622302,0.030652374,-0.15401225,-0.6772655,-1.7444648,-1.6983413,0.70446235,0.36816293,-0.8243459,-0.20769396,-1.4936373,1.9526472,-1.936219,0.064746276,-0.87971795,-1.5293164,-0.8469136,-2.1260362,1.3336501,-0.11097437,-0.44105014,1.3743588,-0.53529024,0.8415024,-0.6022973,-0.26088578,-2.6531134,1.453089,-0.21316853,-1.2055547,-0.62746096,-0.304984,0.7834251,-0.61644477,1.3132288,-0.63605183,-0.37548882,1.416318,0.05194296,-0.7867496,0.12054698,2.6181195,1.4119139,2.5374432,-0.014730394,-0.81634337,-0.44198588,1.9726783,0.12562495,0.33544174,-1.47626,-0.97807854,-2.5874252,0.9097505,8.72,12,7,15787660,156
0.7706824,-0.092577696,1.8435614,-1.3089652,1.4516091,0.3289919,-0.40140167,2.6705923,-0.148652,0.8877997,-0.000320107,2.6084616,-0.007925235,2.1423628,-0.24438299,1.9194999,-0.60905075,-0.3216839,0.65265054,0.57328224,1.9518003,-0.90284026,0.1345135,0.157951,0.050950855,-0.21410383,1.177775,2.5749812,0.5402374,0.50300044,0.099261284,-1.6546249,2.4378994,-0.5460891,0.21245071,0.48813754,-3.1357229,-0.20719376,0.3732491,-0.2594271,-2.3618426,-0.3840637,-0.7754578,0.6755478,-0.32499072,1.3210459,-1.3238206,1.2711893,-0.5158535,-1.5886183,-2.1902583,-1.9497035,-2.9342208,-0.10753465,-1.4291904,-1.4072713,-1.2009705,-0.68919814,1.8618181,0.56936806,2.0956368,-1.8485928,-0.43907642,-0.5182536,0.07270349,0.1376934,0.6153914,-0.73469275,-0.42544448,-0.43276078,-1.1831076,1.0599805,0.6984245,2.120766,-0.6379909,-0.67658734,0.02684101,-1.0036533,-3.353853,-1.9039181,-0.9081498,-2.3199437,1.0789926,0.88710487,1.1057601,1.500694,-0.9701983,-2.773365,-0.495227,-1.2466171,-0.1857884,-0.15551212,0.28850994,0.07230964,0.97601956,2.0932713,1.0843375,0.76656556,-1.1824118,-0.12074779,-0.81366146,0.17544553,1.5514677,0.13791919,-1.7085643,0.7322642,-0.27472797,0.07698068,-1.0605919,-2.0690925,1.2504371,0.021791223,-1.3331878,-0.9027802,-0.44291306,2.032597,0.7548602,2.8855765,0.2656914,-3.278833,0.7370658,-0.834128,0.593703,0.86425567,1.5519686,-0.93915886,-0.043284535,-0.3278903,1.6,17,3,16716947,157
-0.3630913,-0.29408565,0.66162086,-0.12382184,1.8677154,2.828685,-0.10799281,2.4232638,-0.9970447,0.60524726,-1.3460793,3.4147184,-1.3620135,0.8401405,-0.2588832,0.2478295,-0.8134795,0.9211168,0.36771643,-0.41983497,1.5798236,-0.45116615,-0.7666609,-0.23482817,-0.003845871,-0.09859067,2.3111947,2.1260831,1.0656915,0.19577669,1.1144776,-1.5025426,0.96761686,-0.4412032,1.3028984,0.054650724,-2.1536696,0.4109945,-0.50101185,-0.6827916,-0.8500287,-0.2548095,-0.060342014,0.8363685,-1.2410281,2.890452,-0.39195877,-0.11140391,-0.64669573,-0.88196456,-1.0039332,-0.17295612,-1.9525118,-0.9791821,-1.0300077,-1.4090116,-0.45707935,0.7564925,0.9549213,-0.97094965,1.4299482,-0.7499713,-0.10898906,-1.477356,-1.4371699,-0.36539513,0.42223793,-1.153006,-0.6524776,0.555147,-3.0257556,0.7606675,-0.25148445,2.6749272,-0.49039072,0.6281539,0.41542065,-1.2951106,-2.9369469,-0.7899118,-0.34734422,-0.8973212,-0.7642536,0.26082814,0.73375463,1.0591428,-1.6188613,-1.7737331,-0.77277476,-1.4574388,-0.17332748,-0.863021,0.65512204,0.35792434,0.51592726,1.2839787,-0.37854478,0.7036201,-0.5889543,-0.77281857,-1.0878031,1.1880422,0.22848763,-1.20762,-0.18280905,-0.13229418,0.941338,-1.2761457,-0.42564324,-0.27428386,1.2631059,0.6299056,-0.98775554,-0.43689126,-0.35586092,1.8985684,0.39578468,2.8079197,-0.09316355,-1.7860409,1.4768219,0.28230357,-0.85355276,0.71694076,0.39865887,-0.23822409,-1.6107044,-0.08303879,4.5,8,5,6266528,158
1.8110769,-0.26017445,1.0696121,-1.1242898,1.7126682,0.7052678,-0.32482082,0.02390635,-0.6448467,-0.61984706,-0.5775374,4.1024756,-1.5208716,2.6829884,-0.38286766,-1.6006055,-0.31101567,1.1994154,-0.23499048,-0.112593114,0.6559464,-0.69532883,-1.2068541,-0.58028734,-0.6375772,3.1620939,0.19520727,1.1543996,-0.25276694,0.14121959,2.3044138,-0.5851952,0.9077862,-0.5710032,1.0537124,1.6207421,-2.901802,0.07405792,-1.844731,-0.63696265,-0.007131934,-1.1093452,-0.11569399,0.3326284,2.2786784,2.2436244,1.8299773,-0.48097157,3.2997797,-0.95704484,-1.8935068,0.01619476,-1.4848799,0.17924374,1.1092384,-1.1570113,0.19177583,0.25006902,-0.15436804,0.5778426,0.17910081,-0.906251,0.57508737,-2.109344,-0.37412944,-1.6097314,1.4209769,0.048566133,-1.0021987,0.71760076,-2.3875387,2.4214826,-1.2168069,-0.1054993,0.39458096,0.090225704,0.9102473,-0.7741363,-1.4193058,-2.1903532,0.22414327,-0.21626431,-1.142264,0.2818395,-1.0686479,0.7961792,-1.5713668,0.59589756,-0.97967905,-1.4761026,-1.611332,-1.1668192,0.65128994,0.16459137,0.28213644,1.4598864,-0.29117954,-0.11914906,-1.1183494,1.2454749,-3.1851966,1.204049,-0.3786607,-0.20086482,-0.78979313,-1.146323,1.6084919,-0.33066735,2.2928114,-0.6589653,-1.0463008,0.7497886,-0.6119275,-2.085295,0.13519633,3.2327502,1.2013447,2.6570492,-0.043589067,-1.4965124,-1.1220413,1.8202633,-0.7794708,1.4625919,-1.3825737,0.12037003,-1.4667089,0.9607288,9.78,12,7,15787660,159
2.2671776,-0.5882938,1.3938881,-1.1200494,2.36204,0.8063762,-0.5555395,-0.24401799,-1.065945,-1.0511874,-0.85540456,4.390301,-1.6180264,2.4176204,-1.281622,-0.82910407,-0.8434986,1.3047335,-0.43810284,0.111523256,0.5077257,-0.37558082,-1.4707023,-0.23127341,-0.18381172,1.9411199,0.4048407,0.48235413,-0.27662304,-0.19503239,2.634468,0.035746127,0.06668398,-0.51506567,0.41986218,1.4912431,-2.527339,0.13102932,-1.9402132,-0.6924054,0.25640333,-0.38985717,0.09988022,0.14991009,1.6129305,1.4070421,1.0873502,-0.21971548,3.3367243,-0.009828806,-1.9194921,-0.66115403,-0.64686805,-0.16025972,1.0496769,-1.4703999,0.06937642,0.6858424,0.37069345,0.38187575,0.5850568,-1.3624429,-0.027731836,-1.7248325,-0.17059946,-1.2845832,1.5149997,0.5573224,-0.92568195,0.816136,-2.4028563,2.1992345,-0.55899346,-1.2310491,-0.20106405,-0.98248506,0.37406373,-0.9210094,-1.2341971,-2.0309236,0.23924756,0.24250054,-1.0595037,-0.297547,-1.716653,0.7770442,-1.3380213,0.47202292,-0.9530499,-1.9730006,-2.1337404,-2.0851011,0.6627135,0.29563016,0.8572641,1.8079627,-0.34285492,-0.32708138,0.125578,0.48468804,-2.73,1.0845655,-0.3174349,-0.17340206,-0.2881996,-1.1080203,1.5378375,-0.65282923,2.3247786,-0.21290876,-0.97808623,0.7976188,-0.8164089,-1.5235561,0.27206537,2.6841884,1.2015879,2.3636756,-0.7415464,-1.8410647,-1.2152827,2.2559242,-0.17873314,1.0277637,-0.93687534,-0.35208616,-1.8566737,0.9274388,9.5,12,7,15787660,160
-0.5063417,-0.5486034,0.9772969,-0.38976657,2.1559396,2.5445387,0.021857437,2.2400856,-1.1130716,0.39156133,-1.5067896,3.7088547,-2.041594,0.9143486,-0.094819486,0.2703608,-1.2041206,1.1689813,0.48466945,0.3546473,0.52219814,-0.5605411,-0.676303,-0.16978668,0.1856708,0.5271049,1.7361704,2.106882,0.4802119,0.587917,1.5079412,-1.6004338,0.3461907,-0.47981194,1.0251397,0.33732387,-2.5125775,-0.027359191,-0.38177636,-0.16374233,-1.0696967,-0.30593166,0.119066924,1.1178596,-0.572222,2.6331766,-0.25082803,-0.316606,-0.47864258,-0.45883864,-1.1714227,-0.5585904,-1.7796953,-1.3528076,-0.5077598,-1.1676974,-0.5430371,0.5115237,0.8735317,-0.44153315,0.9330594,-0.630814,-0.17945486,-1.7964336,-0.53635323,-0.5350695,1.0381411,-0.9133501,-0.81337786,0.6400056,-2.9575753,0.624574,-0.23619244,2.2218866,-0.5944814,0.3170736,0.5471869,-1.5406947,-3.0612512,-0.2866738,-0.6611836,-0.7059945,-0.7300796,-0.042947203,0.30652133,0.6658405,-1.7598766,-1.2708868,-0.97541,-1.6898291,-0.012450516,-0.8131341,1.102618,0.41445565,0.8632219,1.2311623,-0.072086915,0.6265062,-0.08348718,-0.64222705,-1.185905,1.613263,0.16117561,-0.7398556,-0.12166843,0.21632585,0.9372964,-0.6985054,-0.31955582,-0.43204084,1.2588828,0.18989643,-1.259235,-0.22961187,-0.7151049,1.3116168,0.2402097,2.5961087,-0.2903241,-2.3068545,1.4813449,0.47598994,-0.43070585,0.67683834,0.33915412,0.08340725,-1.2535707,0.2445119,3.81,8,5,6266528,161
-0.05270773,-0.3957265,0.31929263,-0.4113112,1.9460468,2.6040998,0.08180815,2.5441566,-1.6270581,0.015059687,-1.4564025,2.9507422,-2.0260987,1.6863842,-0.55885196,-0.7349508,-0.6039157,0.6584625,0.021799326,0.9405722,1.3356681,-0.060947135,-0.61633366,-0.12158607,0.13654798,0.18766357,2.0894518,2.3547869,1.3092257,0.37358603,0.97936827,-1.4276581,0.33313662,0.22485846,0.8326305,-0.101762235,-1.9107723,0.35478294,0.24378866,-0.946239,-1.091478,0.3132605,-0.43771216,1.4434828,-0.032171577,2.8573415,-0.3648318,0.21346113,0.13284379,0.056989983,-0.2038506,0.42493033,-2.541432,-1.3285996,-1.1202325,-1.3298764,-0.47790864,0.37976894,1.396879,-0.60630435,2.550086,-1.0169042,-0.5281794,-1.4815589,-0.7092609,-0.28601226,1.388682,-0.55765367,-1.0474604,1.2121577,-1.9901075,1.0815387,1.1100969,1.7566537,-0.27022985,0.011628538,0.5860301,-1.572896,-3.95194,-0.93753684,-0.017497838,-1.1662368,-0.84279907,-0.34875426,0.66636205,0.8387182,-2.202674,-1.7542553,-0.6952561,-0.97012573,-0.10039738,-1.0335155,0.71282035,-0.0551376,0.07861835,1.1116201,-0.48965696,0.5769488,-0.40224537,-0.18016869,-1.5923705,0.93774843,0.73931277,-1.4711131,-0.41559708,-0.6504135,1.5280871,0.056254894,-0.23490193,-0.53115684,1.7877538,0.9847635,-0.75343055,-0.3877206,-0.40710843,1.782348,-0.082312405,3.0372171,0.32992077,-2.9397392,0.309977,-0.14927904,-0.6793685,1.2048216,0.4644333,-0.71471655,-0.81376314,-0.011159347,1.67,8,5,6266528,162
-0.42156637,0.19192085,1.8790896,-1.5804735,1.5639356,0.89915985,-0.7693664,2.0488024,0.05310288,0.9379841,-1.0905739,3.262293,-0.479254,2.0164382,0.336395,1.0961436,0.11036295,-0.33130246,1.1286846,-0.14435098,0.8282964,-0.9896144,0.37666017,0.5779309,-0.2701856,-0.78992236,0.8036792,2.4966023,1.5143187,0.35652804,-0.16482063,-1.3808715,1.8169333,0.15734322,0.05581276,-0.24361476,-3.0724635,0.82038736,0.07603347,0.25112098,-1.9954895,-0.70137334,-0.35709107,0.12189332,-0.24714606,1.8857403,-0.7487705,0.43352494,-0.27767104,-1.6244692,-1.3658293,-0.35632223,-2.742439,-0.59013563,-1.1859368,-2.0289664,-1.4164996,-0.20538777,1.2726483,1.1467247,2.4674032,-1.3421859,0.25294128,-0.71177846,-0.13522625,-0.65020293,0.9289515,-0.35161698,-1.0379959,-0.48164353,-0.79106057,1.017453,0.18125086,1.1385336,-0.32902262,-0.8910426,0.020413205,-1.6162605,-2.5131435,-2.1089664,-1.3716134,-1.8549721,0.56709826,0.4130643,0.32066095,1.8879035,-2.525221,-1.759222,-0.5202904,-1.0666502,-0.38064313,-0.76885754,-0.085544884,-0.048377708,0.19446567,1.3811444,0.57579106,1.3283155,-1.163407,-0.1856862,-0.7227044,0.9501723,0.081643224,1.0131198,-1.3148322,1.5099056,-1.1179522,0.115144745,-0.9783833,-1.1280532,0.5320683,-0.34522808,-1.7003716,-0.21064511,0.46805474,1.4728408,1.0144876,3.1998458,0.34407422,-2.86122,-0.5314854,-0.3920879,-0.8270885,1.2065794,1.2183859,-1.6605041,0.020883918,-0.032383703,14.9,16,1,16770273,163
0.15361172,-0.79243606,0.9501972,-1.06339,0.7882918,2.1299753,0.9785623,2.1883917,-0.9715427,0.045312062,-1.8738168,3.6306627,-0.6584892,2.8969107,-0.24330553,0.21412331,0.6948082,-0.43230397,0.8145628,1.6631703,1.9104675,0.47925434,-0.11534444,0.040561818,0.17185599,0.096987665,2.0940669,2.5531065,1.0646492,0.33717853,1.515149,-2.3084004,1.0954499,0.12124278,0.7492632,1.2695992,-2.608739,-0.3780989,0.1636354,0.40654388,-1.4882554,-0.22862762,-0.70459706,0.60937846,-1.0115027,2.418024,-0.379907,-0.1619758,-0.3338651,-1.3079267,-0.18895628,-0.037494004,-1.2402955,-1.6338887,-0.3570922,-2.4249477,-2.038345,0.09843734,1.0637739,0.62445164,1.892885,-1.0130525,0.36369413,-0.64168715,-0.86735296,-0.77028775,0.7673366,0.34845072,0.37702793,0.21245906,-3.0697823,0.8713787,0.18713337,1.7892278,-0.79050124,-0.1288124,0.039764673,-1.6994036,-3.1375535,-1.7073281,0.19291992,-1.4771552,-0.1730667,0.8577969,0.31201378,2.4112334,-1.245958,-1.5767449,-0.6131056,-1.6051875,-0.2508955,-2.1876788,0.3368649,-0.58040607,-0.52656996,0.7411374,-0.28900272,0.5128827,-0.8244245,-0.2223435,-0.9026711,1.1737232,-0.40766853,-1.0029864,-0.08735262,-0.35740775,0.09790915,-0.3129281,-0.08641311,-0.1219718,-1.3531837,0.29126656,0.15109581,-1.0680885,-0.14372182,2.2071466,0.7176356,3.0388367,-0.13917533,-2.2787166,0.13328564,0.18246815,-0.20373988,1.0315187,0.98094445,-1.2388196,-1.5147487,-0.15590829,8.374,7,2,11393254,164
-0.14946434,-0.3252257,1.0224723,-0.5587866,1.5799719,2.5344467,0.9890759,2.352361,-1.4773827,0.22817238,-1.5850387,2.8857698,-0.9711207,2.270397,-0.48584968,0.26197037,0.48765314,-0.45002174,0.6341697,1.1242676,1.8390988,0.67826474,-0.003165752,0.4896274,0.28287232,-0.04026375,2.1381466,2.2460282,0.7989527,0.02755304,1.3533171,-1.8186557,1.0477076,0.019773975,1.0576392,0.94318646,-2.5471663,-0.10206169,0.2045126,0.036499828,-1.1697356,-0.21414152,-0.94906735,0.8852105,-1.1120738,2.489628,-0.30686316,0.1742427,-0.51704705,-1.20823,-0.28021905,0.24142571,-1.1909374,-1.5294904,-0.4768133,-2.191449,-1.4082263,0.31565887,1.3279053,0.1626729,2.314421,-1.4131646,0.17633288,-1.007965,-1.0768288,-0.39024603,0.6360975,-0.121232264,0.5622562,0.29150078,-3.2643936,0.6766,0.36610186,1.740854,-1.0741836,0.25708103,-0.08274178,-1.4301864,-3.5351105,-1.453622,0.50200576,-1.3126881,-0.15584925,0.5245213,0.28739056,2.3762543,-1.0989028,-1.9609245,0.11152335,-1.8648648,0.13436893,-2.2695205,0.42728755,-0.3186093,-0.74982995,0.8436974,-0.1499288,0.67826176,-0.56656903,-0.48372075,-0.98542786,1.7254584,-0.5286871,-1.2706854,-0.20686121,-0.283948,-0.073308885,-0.30410606,0.03996384,-0.48349333,-1.2130499,1.0364646,0.49707156,-0.7115876,-0.114087686,2.2365465,0.4169552,3.384564,-0.015904337,-2.3372216,0.28413695,-0.00751704,-0.5373587,0.98209906,1.4499528,-1.0243354,-1.6769766,-0.27022964,7.61,7,2,11393254,165
0.31796014,-0.07558453,0.52711165,-1.2932646,1.6601608,1.8324993,-0.45139062,2.5828168,-0.5831022,0.034869313,-1.4264992,4.233966,-1.3364745,2.1075068,-0.001345724,-0.63685095,0.01797226,1.0157725,0.70737576,0.31030315,0.89588463,-0.73130184,-0.20694827,0.1400684,-0.72757846,-0.32701206,1.92099,2.409197,2.0485976,0.056416154,0.9635695,-1.9023625,0.9255756,0.08164355,0.69899136,0.34170395,-3.260305,0.42762673,0.19798875,-0.51149017,-0.9368283,0.8163759,-0.8887847,-0.0536896,0.13733453,2.542809,-0.82158625,-0.34285757,0.000209212,-1.0021338,-0.56677634,-0.07388578,-2.6164334,-0.9352429,-0.8170706,-2.074777,-1.0827814,0.39419332,0.7253468,-0.007843792,2.1946561,-1.1998476,0.35239315,-1.4363185,-0.548827,-1.0038615,1.5286667,-0.54694283,-1.403266,0.015584953,-2.353676,1.5410571,-0.004164666,1.9059826,-0.15301588,-0.16301852,0.7683231,-1.9304881,-2.967246,-1.2273078,-0.20408708,-1.0920247,-0.6098245,-0.03227657,0.4652138,1.4700804,-2.1773112,-1.8693408,-1.2859232,-1.1906892,-0.054632246,-0.707227,0.89812195,0.2538005,0.5383583,0.97164375,-0.19705722,0.38294864,-0.91443,-0.07307756,-1.6322403,1.2177444,0.2068029,-0.48392814,0.18143381,-0.019786805,1.1369231,0.034244537,0.027962461,-0.91377616,0.96908295,0.2947148,-1.4673625,-0.911684,0.34533784,1.7989128,0.60267895,2.8643017,-0.55155665,-2.6227305,-0.20525587,0.6271741,-0.680724,0.87979066,0.3922092,-0.9289292,-1.1389115,0.16652422,4.205,8,5,6266528,166
